categorie,rang,favoris_par_jour,favoris,age_jours,prix,marque,etat,titre,url
Électronique › Produits de beauté et de soins personnels,6,66.0,33,0.23,5.0,Lorenzo,Neuf sans étiquette,Brosse soufflante,https://www.vinted.fr/items/9714271233-brosse-soufflante
Électronique › Produits de beauté et de soins personnels,7,62.0,31,0.31,35.0,aryalush,Neuf sans étiquette,Épilateur Aryalush,https://www.vinted.fr/items/9713080918-epilateur-aryalush
Électronique › Produits de beauté et de soins personnels,8,60.0,30,0.21,20.0,Philips,Neuf avec étiquette,Tondeuse Philips oneblade 360,https://www.vinted.fr/items/9714450089-tondeuse-philips-oneblade-360
Électronique › Produits de beauté et de soins personnels,9,58.3,35,0.6,20.0,Bloomy,Très bon état,Bloomy IPL ontharingsset,https://www.vinted.fr/items/9707837441-bloomy-ipl-ontharingsset
Électronique › Produits de beauté et de soins personnels,10,58.0,76,1.31,10.0,ELLE,Neuf sans étiquette,Brosse soufflante avec différent embout,https://www.vinted.fr/items/9702136844-brosse-soufflante-avec-different-embout
Électronique › Produits de beauté et de soins personnels,11,48.8,78,1.6,250.0,Dyson,Neuf avec étiquette,Dyson airstrait.,https://www.vinted.fr/items/9697558110-dyson-airstrait
Électronique › Produits de beauté et de soins personnels,12,48.0,24,0.35,59.0,Wahl,Neuf avec étiquette,Magic clipper professional 5 stars,https://www.vinted.fr/items/9712348604-magic-clipper-professional-5-stars
Électronique › Produits de beauté et de soins personnels,13,46.0,23,0.22,5.0,Remington,Très bon état,Brosse séchant coiffant,https://www.vinted.fr/items/9714339712-brosse-sechant-coiffant
Électronique › Produits de beauté et de soins personnels,14,44.0,22,0.4,7.0,ELLE,Neuf avec étiquette,Elle Triple wave curler,https://www.vinted.fr/items/9711449181-elle-triple-wave-curler
Électronique › Produits de beauté et de soins personnels,15,40.0,20,0.26,10.0,ELLE,Très bon état,Brosse soufflante / sèche-cheveux ELLE – coffret complet,https://www.vinted.fr/items/9713853367-brosse-soufflante-seche-cheveux-elle-coffret-complet
"Électronique › Tablettes, liseuses et accessoires",1,121.2,63,0.52,55.0,Apple,Satisfaisant,IPad (6th Generation),https://www.vinted.fr/items/9709167911-ipad-6th-generation
"Électronique › Tablettes, liseuses et accessoires",2,119.3,161,1.35,65.0,Kobo,Bon état,Kobo Touch eReader 6” Branco + Caixa Original + Carregador,https://www.vinted.fr/items/9701521315-kobo-touch-ereader-6-branco-caixa-original-carregador
"Électronique › Tablettes, liseuses et accessoires",3,112.0,56,0.35,90.0,Amazon,Neuf sans étiquette,Amazon Kindle,https://www.vinted.fr/items/9712375969-amazon-kindle
"Électronique › Tablettes, liseuses et accessoires",4,100.0,51,0.51,50.0,Kobo,Bon état,Kobo touch ereader,https://www.vinted.fr/items/9709275509-kobo-touch-ereader
"Électronique › Tablettes, liseuses et accessoires",5,84.3,43,0.51,70.0,Apple,Très bon état,"Apple iPad 32 Go A1893 écran 9,7""",https://www.vinted.fr/items/9709349276-apple-ipad-32-go-a1893-ecran-97
"Électronique › Tablettes, liseuses et accessoires",6,84.1,116,1.38,68.0,Universal,Neuf avec étiquette,Neuf Magic Keyboard iPad 10e,https://www.vinted.fr/items/9700953104-neuf-magic-keyboard-ipad-10e
"Électronique › Tablettes, liseuses et accessoires",7,74.0,37,0.27,90.0,Huawei,Neuf sans étiquette,Tablette Huawei MediaPad T5 32Go 11 pouces Ram 2GB neuve avec son chargeur dans sa boîte,https://www.vinted.fr/items/9713658875-tablette-huawei-mediapad-t5-32go-11-pouces-ram-2gb-neuve-avec-son-chargeur-dans-sa-boite
"Électronique › Tablettes, liseuses et accessoires",8,73.7,42,0.57,32.0,qunyico,Très bon état,Tablette enfants qunyiCO Y7 Android 7 pouces Bleue - Boîte d'origine,https://www.vinted.fr/items/9708341200-tablette-enfants-qunyico-y7-android-7-pouces-bleue-boite-dorigine
"Électronique › Tablettes, liseuses et accessoires",9,68.0,34,0.39,40.0,Amazon,Très bon état,Kindle,https://www.vinted.fr/items/9711662412-kindle
"Électronique › Tablettes, liseuses et accessoires",10,65.4,51,0.78,2.0,Amazon,Neuf avec étiquette,🏖 Verre trempé Amazon Kindle neuf,https://www.vinted.fr/items/9705456586-verre-trempe-amazon-kindle-neuf
"Électronique › Tablettes, liseuses et accessoires",11,62.0,31,0.24,60.0,Amazon,Très bon état,Kindle 10ª gen + funda original,https://www.vinted.fr/items/9714114950-kindle-10a-gen-funda-original
"Électronique › Tablettes, liseuses et accessoires",12,60.0,30,0.45,25.0,Apple,Très bon état,Eingabestift Apple,https://www.vinted.fr/items/9710466834-eingabestift-apple
"Électronique › Tablettes, liseuses et accessoires",13,56.0,28,0.4,120.0,Apple,Très bon état,iPad 8ème génération 10.2,https://www.vinted.fr/items/9707446680-ipad-8eme-generation-102
"Électronique › Tablettes, liseuses et accessoires",14,56.0,28,0.26,65.0,Amazon,Très bon état,Ebook Kindle Paperwhite 10 luz,https://www.vinted.fr/items/9713798681-ebook-kindle-paperwhite-10-luz
"Électronique › Tablettes, liseuses et accessoires",15,56.0,28,0.37,300.0,Apple,Très bon état,iPad Air 4,https://www.vinted.fr/items/9712051284-ipad-air-4
Électronique › Objets connectés,1,118.0,59,0.5,65.0,Apple,Bon état,Apple Watch Series 6 | 40mm,https://www.vinted.fr/items/9709560004-apple-watch-series-6-40mm
Électronique › Objets connectés,2,114.0,57,0.2,55.0,Apple,Bon état,Apple Watch Série 6,https://www.vinted.fr/items/9714549049-apple-watch-serie-6
Électronique › Objets connectés,3,93.9,62,0.66,100.0,Apple,Très bon état,Apple Watch série 6 40 mm rose,https://www.vinted.fr/items/9705644631-apple-watch-serie-6-40-mm-rose
Électronique › Objets connectés,4,78.0,39,0.49,5.0,Amazon,Très bon état,Montre connectée,https://www.vinted.fr/items/9709779754-montre-connectee
Électronique › Objets connectés,5,72.6,45,0.62,29.0,Huawei,Satisfaisant,Huawei GT2 Smartwatch,https://www.vinted.fr/items/9707561200-huawei-gt2-smartwatch
Électronique › Objets connectés,6,68.0,34,0.37,65.0,Apple,Bon état,Apple Watch série 3 / 40mm,https://www.vinted.fr/items/9712049393-apple-watch-serie-3-40mm
Électronique › Objets connectés,7,61.8,34,0.55,9.0,Smart Watch,Neuf sans étiquette,Montre connectée,https://www.vinted.fr/items/9708620778-montre-connectee
Électronique › Objets connectés,8,59.3,32,0.54,165.0,Garmin,Bon état,Garmin Forerunner 255 Music,https://www.vinted.fr/items/9708839134-garmin-forerunner-255-music
Électronique › Objets connectés,9,56.0,28,0.37,60.0,Amazfit,Très bon état,Amazfit balance,https://www.vinted.fr/items/9712013663-amazfit-balance
Électronique › Objets connectés,10,55.0,61,1.11,100.0,Garmin,Très bon état,Forerunner 245 Music,https://www.vinted.fr/items/9704369070-forerunner-245-music
Électronique › Objets connectés,11,52.0,26,0.15,55.0,Apple,Très bon état,Apple Watch Serie 5,https://www.vinted.fr/items/9715001328-apple-watch-serie-5
Électronique › Objets connectés,12,49.6,60,1.21,39.9,WHOOP,Très bon état,Bracelet Whoop / Rolex Édition Limitée / Style Unique Couleur Noir,https://www.vinted.fr/items/9703620173-bracelet-whoop-rolex-edition-limitee-style-unique-couleur-noir
Électronique › Objets connectés,13,49.2,32,0.65,15.0,OPPO,Très bon état,Montre connectée femme,https://www.vinted.fr/items/9707028727-montre-connectee-femme
Électronique › Objets connectés,14,43.8,53,1.21,39.9,WHOOP,Très bon état,Bracelet Whoop / Rolex Édition Limitée / Style Unique Couleur Blanche,https://www.vinted.fr/items/9703616492-bracelet-whoop-rolex-edition-limitee-style-unique-couleur-blanche
Électronique › Objets connectés,15,43.2,73,1.69,85.0,Garmin,Très bon état,Garmin Forerunner 55,https://www.vinted.fr/items/9696135775-garmin-forerunner-55
Maison › Extérieur et jardin,1,116.0,58,0.46,8.0,Inconnu,Neuf sans étiquette,Cache pot,https://www.vinted.fr/items/9710294060-cache-pot
Maison › Extérieur et jardin,2,64.9,50,0.77,21.0,Vintage Kisten,Très bon état,La place rouge Fruit Kisten / Apple Crates / Vintage Houten Kratten,https://www.vinted.fr/items/9705591689-la-place-rouge-fruit-kisten-apple-crates-vintage-houten-kratten
Maison › Extérieur et jardin,3,60.0,30,0.2,10.0,Accessoires,Très bon état,Arrosoir en cuivre,https://www.vinted.fr/items/9714618448-arrosoir-en-cuivre
Maison › Extérieur et jardin,4,54.0,27,0.28,5.0,Livarno,Neuf avec étiquette,Éclairage parasol led,https://www.vinted.fr/items/9713509019-eclairage-parasol-led
Maison › Extérieur et jardin,5,51.9,40,0.77,21.0,Vintage Kisten,Très bon état,Fruit Holland Houten Kisten / Veiling Kisten /  Apple Crates,https://www.vinted.fr/items/9705571352-fruit-holland-houten-kisten-veiling-kisten-apple-crates
Maison › Extérieur et jardin,6,51.4,37,0.72,35.0,Maisons du Monde,Neuf sans étiquette,Soporte para plantas 3 niveles Maisons du Monde metal negro,https://www.vinted.fr/items/9703102069-soporte-para-plantas-3-niveles-maisons-du-monde-metal-negro
Maison › Extérieur et jardin,7,42.6,69,1.62,12.0,,Bon état,Cadeiras estilo realizador,https://www.vinted.fr/items/9697195499-cadeiras-estilo-realizador
Maison › Extérieur et jardin,8,38.0,19,0.24,8.0,solar.,Neuf avec étiquette,Outdoor Solar Rope / String Light price for one piece (multiple piece in stok),https://www.vinted.fr/items/9714122217-outdoor-solar-rope-string-light-price-for-one-piece-multiple-piece-in-stok
Maison › Extérieur et jardin,9,37.1,53,1.43,15.0,Amadeus,Neuf sans étiquette,Cache pot buste antique,https://www.vinted.fr/items/9700020154-cache-pot-buste-antique
Maison › Extérieur et jardin,10,34.0,17,0.44,4.0,Shabby Vintage,Très bon état,Pot de fleur / pot à eau,https://www.vinted.fr/items/9710705973-pot-de-fleur-pot-a-eau
Maison › Extérieur et jardin,11,33.9,21,0.62,8.0,,Très bon état,Accessoire voiture,https://www.vinted.fr/items/9707520212-accessoire-voiture
Maison › Extérieur et jardin,12,32.0,16,0.36,13.0,Leroy Merlin,Très bon état,Dévidoir portable arrosage comme neuf,https://www.vinted.fr/items/9712063072-devidoir-portable-arrosage-comme-neuf
Maison › Extérieur et jardin,13,32.0,16,0.39,30.0,,Neuf avec étiquette,Lot de six spots solaires extérieur,https://www.vinted.fr/items/9711592427-lot-de-six-spots-solaires-exterieur
Maison › Extérieur et jardin,14,30.0,15,0.46,40.0,Accessories,Très bon état,Carpa plegable 3x3 blanca,https://www.vinted.fr/items/9710317024-carpa-plegable-3x3-blanca
Maison › Extérieur et jardin,15,27.4,20,0.73,12.0,Macrame,Neuf sans étiquette,Suspension en macramé pour plantes,https://www.vinted.fr/items/9705601496-suspension-en-macrame-pour-plantes
Livres et médias › Livres,1,105.9,54,0.51,8.0,,Neuf sans étiquette,Livre d’écriture Rupi Kaur,https://www.vinted.fr/items/9709420562-livre-decriture-rupi-kaur
Livres et médias › Livres,2,92.0,46,0.5,1.5,,Très bon état,Fallen Angel,https://www.vinted.fr/items/9709530121-fallen-angel
Livres et médias › Livres,3,87.0,60,0.69,3.0,,Neuf sans étiquette,Si tu ne dors pas de Claire McGowan,https://www.vinted.fr/items/9706442133-si-tu-ne-dors-pas-de-claire-mcgowan
Livres et médias › Livres,4,84.3,43,0.51,4.0,,Neuf avec étiquette,Fallen majesty tome 2,https://www.vinted.fr/items/9709372285-fallen-majesty-tome-2
Livres et médias › Livres,5,84.0,42,0.42,3.99,,Très bon état,Collection entiere de 0 à 27 Jujustu Kaisen | Regardez description avant achat ou mp,https://www.vinted.fr/items/9710976040-collection-entiere-de-0-a-27-jujustu-kaisen-regardez-description-avant-achat-ou-mp
Livres et médias › Livres,6,84.0,42,0.17,8.0,,Neuf sans étiquette,C'est mon corps,https://www.vinted.fr/items/9714834996-cest-mon-corps
Livres et médias › Livres,7,84.0,42,0.42,1.0,,Très bon état,Livre Bluey l'école de natation,https://www.vinted.fr/items/9710980189-livre-bluey-lecole-de-natation
Livres et médias › Livres,8,82.7,43,0.52,2.0,,Très bon état,Livre “Le chant d’Achille”,https://www.vinted.fr/items/9709139075-livre-le-chant-dachille
Livres et médias › Livres,9,82.0,41,0.26,2.5,,Très bon état,Livre,https://www.vinted.fr/items/9713769305-livre
Livres et médias › Livres,10,80.0,40,0.36,2.0,,Très bon état,Mini livre Bluey,https://www.vinted.fr/items/9712123956-mini-livre-bluey
Livres et médias › Livres,11,77.2,44,0.57,14.0,,Très bon état,Lakestone T1 Dark romance,https://www.vinted.fr/items/9708361094-lakestone-t1-dark-romance
Livres et médias › Livres,12,76.0,38,0.45,1.5,,Très bon état,La famille Souris et la mare aux libellules,https://www.vinted.fr/items/9710531916-la-famille-souris-et-la-mare-aux-libellules
Livres et médias › Livres,13,75.8,47,0.62,3.0,,Très bon état,La nounou S.L. Harker,https://www.vinted.fr/items/9707503525-la-nounou-sl-harker
Livres et médias › Livres,14,74.0,37,0.36,1.0,,Très bon état,Quand nos souvenirs viendront danser Virginie Grimaldi,https://www.vinted.fr/items/9712069294-quand-nos-souvenirs-viendront-danser-virginie-grimaldi
Livres et médias › Livres,15,73.1,38,0.52,5.0,,Très bon état,Un Automne Pour Te Pardonner,https://www.vinted.fr/items/9709193807-un-automne-pour-te-pardonner
Maison › Cuisson et pâtisserie,1,100.0,50,0.47,25.0,Le Creuset,Bon état,Cocotte fonte,https://www.vinted.fr/items/9710048504-cocotte-fonte
Maison › Cuisson et pâtisserie,2,96.8,149,1.54,18.0,,Neuf sans étiquette,Affiche recette-Pumpkin pie 🍽,https://www.vinted.fr/items/9698385955-affiche-recette-pumpkin-pie
Maison › Cuisson et pâtisserie,3,76.0,38,0.19,18.0,,Neuf sans étiquette,Plat à tarte « grosse quiche »,https://www.vinted.fr/items/9714655773-plat-a-tarte-grosse-quiche
Maison › Cuisson et pâtisserie,4,56.4,31,0.55,5.0,Noemie Honiat,Neuf sans étiquette,Moule gâteau Noemie Honiat,https://www.vinted.fr/items/9708632137-moule-gateau-noemie-honiat
Maison › Cuisson et pâtisserie,5,56.0,28,0.3,6.0,,Très bon état,Moule carré en silicone pour Airfryer,https://www.vinted.fr/items/9713245753-moule-carre-en-silicone-pour-airfryer
Maison › Cuisson et pâtisserie,6,53.4,31,0.58,4.0,,Bon état,"Moule à pâtisserie ,chocolat en cuivre coréen en forme de poisson",https://www.vinted.fr/items/9708074019-moule-a-patisserie-chocolat-en-cuivre-coreen-en-forme-de-poisson
Maison › Cuisson et pâtisserie,7,45.3,24,0.53,7.0,Tefal,Neuf sans étiquette,"Casserole Tefal - Neuve, Jamais utilisée",https://www.vinted.fr/items/9708923597-casserole-tefal-neuve-jamais-utilisee
Maison › Cuisson et pâtisserie,8,44.0,22,0.5,18.99,boutique indépendante,Très bon état,Lot 8 ramequins céramique blanche,https://www.vinted.fr/items/9709548420-lot-8-ramequins-ceramique-blanche
Maison › Cuisson et pâtisserie,9,44.0,22,0.33,6.0,Sklum,Très bon état,Gants de cuisine neuf rayé,https://www.vinted.fr/items/9712676391-gants-de-cuisine-neuf-raye
Maison › Cuisson et pâtisserie,10,43.8,32,0.73,15.0,breakfast time,Neuf sans étiquette,Moule a gateau,https://www.vinted.fr/items/9705936729-moule-a-gateau
Maison › Cuisson et pâtisserie,11,39.1,54,1.38,13.0,Disney,Neuf avec étiquette,Emporte piece patisserie Disney,https://www.vinted.fr/items/9700993828-emporte-piece-patisserie-disney
Maison › Cuisson et pâtisserie,12,38.9,58,1.49,59.95,homelux,Neuf avec étiquette,Homelux pannenset 7-delig,https://www.vinted.fr/items/9699289184-homelux-pannenset-7-delig
Maison › Cuisson et pâtisserie,13,38.9,28,0.72,6.0,Zeeman,Neuf sans étiquette,Un gant de cuisine,https://www.vinted.fr/items/9706003715-un-gant-de-cuisine
Maison › Cuisson et pâtisserie,14,38.0,19,0.12,10.0,Tefal,Très bon état,Sauteuse,https://www.vinted.fr/items/9715153458-sauteuse
Maison › Cuisson et pâtisserie,15,38.0,19,0.45,15.0,Lékué,Très bon état,Moules à glace individuels Lékué,https://www.vinted.fr/items/9710500282-moules-a-glace-individuels-lekue
Enfants › Sommeil et literie,1,98.7,149,1.51,15.0,Action,Neuf avec étiquette,Plaid Halloween Action 140x180 cm – Citrouilles & Fantômes – Doux & Cocooning 1,https://www.vinted.fr/items/9698971442-plaid-halloween-action-140x180-cm-citrouilles-fantomes-doux-cocooning-1
Enfants › Sommeil et literie,2,74.0,37,0.4,6.0,IKEA,Neuf avec étiquette,Drap chien,https://www.vinted.fr/items/9711420041-drap-chien
Enfants › Sommeil et literie,3,64.0,32,0.22,115.0,BÉABA,Très bon état,Babyphone vidéo Béaba Zen Premium V2,https://www.vinted.fr/items/9714336001-babyphone-video-beaba-zen-premium-v2
Enfants › Sommeil et literie,4,52.5,31,0.59,26.5,Baby,Très bon état,Couverture cœur bébé mixte,https://www.vinted.fr/items/9707957119-couverture-coeur-bebe-mixte
Enfants › Sommeil et literie,5,52.0,26,0.39,5.0,Vertbaudet,Très bon état,Gigoteuse 0-6 mois vertbaudet,https://www.vinted.fr/items/9711616007-gigoteuse-0-6-mois-vertbaudet
Enfants › Sommeil et literie,6,52.0,26,0.29,9.0,Halloween,Neuf avec étiquette,Plaide citrouille / Halloween / automne,https://www.vinted.fr/items/9713366834-plaide-citrouille-halloween-automne
Enfants › Sommeil et literie,7,48.4,62,1.28,10.0,Primark,Neuf avec étiquette,Plaid K-pop démon Hunter,https://www.vinted.fr/items/9702677905-plaid-k-pop-demon-hunter
Enfants › Sommeil et literie,8,45.3,77,1.7,50.0,District For Kids,Neuf sans étiquette,Schlafsack Cord 2.5 TOG Rüschen Districtforkids District4kids,https://www.vinted.fr/items/9696106312-schlafsack-cord-25-tog-ruschen-districtforkids-district4kids
Enfants › Sommeil et literie,9,44.0,22,0.23,5.0,Vertbaudet,Très bon état,Gigoteuse 6-18 mois TOG 3,https://www.vinted.fr/items/9714191465-gigoteuse-6-18-mois-tog-3
Enfants › Sommeil et literie,10,40.5,109,2.69,44.0,Smiski,Neuf avec étiquette,Touch lamp smiski veilleuse neuve,https://www.vinted.fr/items/9685741888-touch-lamp-smiski-veilleuse-neuve
Enfants › Sommeil et literie,11,38.9,21,0.54,10.0,Babymoov,Bon état,Babyphone Babymoov,https://www.vinted.fr/items/9708864623-babyphone-babymoov
Enfants › Sommeil et literie,12,38.0,19,0.26,125.0,Owlet,Très bon état,Baby monitor Dream Sock Owlet,https://www.vinted.fr/items/9713792459-baby-monitor-dream-sock-owlet
Enfants › Sommeil et literie,13,37.3,22,0.59,3.0,,Très bon état,Veilleuse étoile,https://www.vinted.fr/items/9702081220-veilleuse-etoile
Enfants › Sommeil et literie,14,36.0,18,0.49,2.0,Atmosphera,Bon état,Veilleuse Atmosphera,https://www.vinted.fr/items/9709751044-veilleuse-atmosphera
Enfants › Sommeil et literie,15,36.0,18,0.39,6.0,Kiabi,Très bon état,Turbulette 36 mois Kiabi,https://www.vinted.fr/items/9711663662-turbulette-36-mois-kiabi
Électronique › Autres appareils et accessoires,1,92.0,46,0.44,20.0,Detektor HD 3500,Très bon état,Metalldetector HD 3500,https://www.vinted.fr/items/9710565018-metalldetector-hd-3500
Électronique › Autres appareils et accessoires,2,72.0,113,1.57,23.4,Art,Neuf sans étiquette,Lámina póster rana leyendo periódico 50x70 cm,https://www.vinted.fr/items/9697916018-lamina-poster-rana-leyendo-periodico-50x70-cm
Électronique › Autres appareils et accessoires,3,68.0,34,0.29,15.0,Crafts&Co,Très bon état,Imprimante thermique,https://www.vinted.fr/items/9713339488-imprimante-thermique
Électronique › Autres appareils et accessoires,4,58.0,29,0.4,5.0,Apple,Neuf sans étiquette,Apple origineel usb-c naar usb-c oplaad kabel,https://www.vinted.fr/items/9711441102-apple-origineel-usb-c-naar-usb-c-oplaad-kabel
Électronique › Autres appareils et accessoires,5,54.0,27,0.26,18.0,Apple,Très bon état,Apple Air tag,https://www.vinted.fr/items/9713854720-apple-air-tag
Électronique › Autres appareils et accessoires,6,52.0,26,0.12,7.0,,Neuf avec étiquette,Ventilateur de poche portable rose,https://www.vinted.fr/items/9694419549-ventilateur-de-poche-portable-rose
Électronique › Autres appareils et accessoires,7,50.9,28,0.55,19.0,CASIO,Très bon état,Calculatrice Casio graph 35+,https://www.vinted.fr/items/9432362316-calculatrice-casio-graph-35
Électronique › Autres appareils et accessoires,8,44.4,24,0.54,50.0,,Neuf avec étiquette,Batterie externe Power Bank  NEUVE Fast charge 66W,https://www.vinted.fr/items/9696171792-batterie-externe-power-bank-neuve-fast-charge-66w
Électronique › Autres appareils et accessoires,9,40.0,20,0.19,54.0,Morphée,Neuf sans étiquette,Morphée,https://www.vinted.fr/items/9714710552-morphee
Électronique › Autres appareils et accessoires,10,37.6,83,2.21,22.5,Art,Neuf sans étiquette,Lamina Decorativa “La dama montada en don pata larga”,https://www.vinted.fr/items/9693652317-lamina-decorativa-la-dama-montada-en-don-pata-larga
Électronique › Autres appareils et accessoires,11,36.0,18,0.32,90.0,Parkside,Très bon état,Borsa frigo elettrica Parkside,https://www.vinted.fr/items/9712826534-borsa-frigo-elettrica-parkside
Électronique › Autres appareils et accessoires,12,36.0,18,0.24,13.0,Apple,Très bon état,Apple Chargeur MagSafe,https://www.vinted.fr/items/9714086808-apple-chargeur-magsafe
Électronique › Autres appareils et accessoires,13,34.0,17,0.14,20.0,Apple,Neuf avec étiquette,Batterie externe,https://www.vinted.fr/items/9715055637-batterie-externe
Électronique › Autres appareils et accessoires,14,34.0,17,0.17,12.0,Apple,Neuf sans étiquette,Porte clef air tag lot de 3,https://www.vinted.fr/items/9714815706-porte-clef-air-tag-lot-de-3
Électronique › Autres appareils et accessoires,15,32.7,18,0.55,10.0,Power,Neuf avec étiquette,Batterie externe,https://www.vinted.fr/items/9708726875-batterie-externe
Sport › Sports d'équipe,1,78.0,39,0.28,8.0,pas de marque,Très bon état,Petit protège tibia de football en plastique,https://www.vinted.fr/items/9713442619-petit-protege-tibia-de-football-en-plastique
Sport › Sports d'équipe,2,72.0,36,0.37,7.0,Nike,Très bon état,Protèges-tibias + cache cou nike,https://www.vinted.fr/items/9712051070-proteges-tibias-cache-cou-nike
Sport › Sports d'équipe,3,72.0,36,0.44,4.0,Intersport,Neuf sans étiquette,Ballon miniature foot,https://www.vinted.fr/items/9710676275-ballon-miniature-foot
Sport › Sports d'équipe,4,58.1,36,0.62,3.0,Nike,Neuf sans étiquette,Chaussette de foot neuve,https://www.vinted.fr/items/9707504559-chaussette-de-foot-neuve
Sport › Sports d'équipe,5,50.0,25,0.24,20.0,Nike,Très bon état,Ballon officiel Nike,https://www.vinted.fr/items/9714150404-ballon-officiel-nike
Sport › Sports d'équipe,6,42.0,21,0.31,4.0,Puma,Neuf sans étiquette,chaussettes coupées pour foot,https://www.vinted.fr/items/9713007037-chaussettes-coupees-pour-foot
Sport › Sports d'équipe,7,42.0,21,0.26,12.0,Socks,Neuf sans étiquette,lot de 3 paire de chaussettes antidérapantes Blanche neuve,https://www.vinted.fr/items/9713841071-lot-de-3-paire-de-chaussettes-antiderapantes-blanche-neuve
Sport › Sports d'équipe,8,37.7,26,0.69,8.0,Ideal,Neuf avec étiquette,Caneleiras Desportivas,https://www.vinted.fr/items/9706528701-caneleiras-desportivas
Sport › Sports d'équipe,9,36.0,18,0.22,2.0,adidas,Bon état,2 paires de chaussettes en lots,https://www.vinted.fr/items/9714379551-2-paires-de-chaussettes-en-lots
Sport › Sports d'équipe,10,34.0,17,0.26,10.0,Nike,Neuf avec étiquette,Ballon de football taille 4 (NIKE),https://www.vinted.fr/items/9713797268-ballon-de-football-taille-4-nike
Sport › Sports d'équipe,11,34.0,17,0.37,10.0,Nike,Très bon état,Protège tibia Nike Mercurial,https://www.vinted.fr/items/9711992498-protege-tibia-nike-mercurial
Sport › Sports d'équipe,12,33.0,37,1.12,15.0,Wilson,Neuf sans étiquette,Wilson NFL Football,https://www.vinted.fr/items/9704321917-wilson-nfl-football
Sport › Sports d'équipe,13,32.0,16,0.3,10.0,PSG,Très bon état,Ballon PSG,https://www.vinted.fr/items/9713204179-ballon-psg
Sport › Sports d'équipe,14,30.8,16,0.52,7.0,Nike,Très bon état,Protège-tibias Nike,https://www.vinted.fr/items/9709183883-protege-tibias-nike
Sport › Sports d'équipe,15,30.0,15,0.35,19.0,Nike,Très bon état,Genouillères Nike Streak,https://www.vinted.fr/items/9712276243-genouilleres-nike-streak
Électronique › Ordinateurs et accessoires,1,74.0,37,0.34,18.0,TP-Link,Neuf sans étiquette,Routeur Wi-Fi portable TP-Link 4G LTE M7010,https://www.vinted.fr/items/9712461847-routeur-wi-fi-portable-tp-link-4g-lte-m7010
Électronique › Ordinateurs et accessoires,2,63.6,35,0.55,30.0,Accessoire,Très bon état,Tapis de souris Gaming XXL 90x40 cm – Japonais Sakura – Village Japonais – Desk Mat,https://www.vinted.fr/items/9697958018-tapis-de-souris-gaming-xxl-90x40-cm-japonais-sakura-village-japonais-desk-mat
Électronique › Ordinateurs et accessoires,3,52.0,26,0.32,4.96,,Très bon état,Hub USB 7 ports,https://www.vinted.fr/items/9712921356-hub-usb-7-ports
Électronique › Ordinateurs et accessoires,4,50.5,165,3.27,185.0,Apple,Très bon état,Laptop MacBook Pro 2016 13 8GB 256GB SSD,https://www.vinted.fr/items/9682672324-laptop-macbook-pro-2016-13-8gb-256gb-ssd
Électronique › Ordinateurs et accessoires,5,50.0,25,0.46,10.0,Mars gaming,Très bon état,Mars Gaming MMXW,https://www.vinted.fr/items/9710253495-mars-gaming-mmxw
Électronique › Ordinateurs et accessoires,6,48.3,71,1.47,159.0,Apple,Très bon état,MacBook Pro a1398,https://www.vinted.fr/items/9699727746-macbook-pro-a1398
Électronique › Ordinateurs et accessoires,7,46.0,23,0.41,15.0,Support,Neuf sans étiquette,Support double moniteurs,https://www.vinted.fr/items/9711216225-support-double-moniteurs
Électronique › Ordinateurs et accessoires,8,40.3,31,0.77,30.0,HP,Très bon état,Hp 15 Rb0xx en panne,https://www.vinted.fr/items/9705558421-hp-15-rb0xx-en-panne
Électronique › Ordinateurs et accessoires,9,38.0,19,0.28,25.0,Lenovo,Très bon état,Ordinateur portable Lenovo M30,https://www.vinted.fr/items/9713522579-ordinateur-portable-lenovo-m30
Électronique › Ordinateurs et accessoires,10,36.5,19,0.52,55.0,Xiaomi,Très bon état,"Écran PC Xiaomi Mi Desktop Monitor 1C 23.8"" Full HD",https://www.vinted.fr/items/9709207005-ecran-pc-xiaomi-mi-desktop-monitor-1c-238-full-hd
Électronique › Ordinateurs et accessoires,11,34.1,122,3.58,65.0,Yunzii,Très bon état,Yunzii B98 Pro Mechanical Keyboard,https://www.vinted.fr/items/9676644260-yunzii-b98-pro-mechanical-keyboard
Électronique › Ordinateurs et accessoires,12,32.7,18,0.55,60.0,akko,Très bon état,Clavier akko en très bonne état !,https://www.vinted.fr/items/9708701141-clavier-akko-en-tres-bonne-etat
Électronique › Ordinateurs et accessoires,13,32.3,20,0.62,60.0,HP,Bon état,Hp probook 450,https://www.vinted.fr/items/9707443215-hp-probook-450
Électronique › Ordinateurs et accessoires,14,31.1,47,1.51,100.0,magedok,Très bon état,"Magedok PI-X11 – 13,3"" OLED 2K touchscreen portable monitor",https://www.vinted.fr/items/9698959515-magedok-pi-x11-133-oled-2k-touchscreen-portable-monitor
Électronique › Ordinateurs et accessoires,15,30.6,95,3.1,60.0,AOC,Bon état,Monitor Gaming AOC C24G1 24” Curvo 144Hz Full HD 1m/s  Monitor No Audio,https://www.vinted.fr/items/9684196273-monitor-gaming-aoc-c24g1-24-curvo-144hz-full-hd-1ms-monitor-no-audio
Sport › Sports nautiques,1,74.0,37,0.28,2.0,Decathlon,Neuf avec étiquette,Pochette téléphone waterproof,https://www.vinted.fr/items/9713459670-pochette-telephone-waterproof
